BEFORE TRAINING:
x: -0.841249	 y: 0.80068	 guess: 1	 wrong guess
x: -0.971215	 y: -0.755409	 guess: -1	 correct guess
x: -0.940705	 y: 0.224937	 guess: 1	 wrong guess
x: -0.0224836	 y: 0.244283	 guess: 1	 wrong guess
x: 0.195484	 y: -0.162279	 guess: -1	 wrong guess
x: 0.458535	 y: -0.374578	 guess: -1	 wrong guess
x: 0.402069	 y: -0.307396	 guess: -1	 wrong guess
x: 0.0871785	 y: 0.185503	 guess: 1	 wrong guess
x: -0.269604	 y: 0.219001	 guess: 1	 wrong guess
x: -0.246851	 y: -0.395692	 guess: -1	 wrong guess
x: 0.859468	 y: 0.198855	 guess: -1	 wrong guess
x: -0.806325	 y: -0.216858	 guess: 1	 wrong guess
x: 0.585708	 y: -0.554443	 guess: -1	 wrong guess
x: -0.678865	 y: 0.149551	 guess: 1	 wrong guess
x: -0.161752	 y: -0.453106	 guess: -1	 wrong guess
x: -0.307629	 y: 0.106832	 guess: 1	 wrong guess
x: 0.5627	 y: -0.0549108	 guess: -1	 wrong guess
x: 0.388453	 y: -0.570821	 guess: -1	 wrong guess
x: -0.654635	 y: -0.204499	 guess: 1	 wrong guess
x: -0.102502	 y: 0.265468	 guess: 1	 wrong guess
x: 0.902534	 y: 0.699802	 guess: 1	 correct guess
x: 0.363672	 y: -0.789816	 guess: -1	 wrong guess
x: -0.799029	 y: -0.167217	 guess: 1	 wrong guess
x: -0.169042	 y: 0.505286	 guess: 1	 wrong guess
x: -0.952555	 y: 0.127079	 guess: 1	 wrong guess
x: 0.57771	 y: -0.106261	 guess: -1	 wrong guess
x: -0.937207	 y: -0.547572	 guess: 1	 wrong guess
x: -0.923728	 y: 0.440815	 guess: 1	 wrong guess
x: -0.943502	 y: -0.33192	 guess: 1	 wrong guess
x: 0.108055	 y: -0.0848019	 guess: -1	 wrong guess
x: -0.238354	 y: 0.554388	 guess: 1	 wrong guess
x: -0.157315	 y: 0.400205	 guess: 1	 wrong guess
x: 0.674868	 y: 0.591051	 guess: 1	 correct guess
x: -0.161787	 y: 0.249744	 guess: 1	 wrong guess
x: 0.723614	 y: -0.509355	 guess: -1	 wrong guess
x: 0.315473	 y: -0.890083	 guess: -1	 wrong guess
x: -0.714495	 y: -0.780142	 guess: -1	 wrong guess
x: 0.978037	 y: -0.0997898	 guess: -1	 wrong guess
x: 0.942191	 y: -0.390988	 guess: -1	 wrong guess
x: -0.473141	 y: 0.0848426	 guess: 1	 wrong guess
x: -0.415485	 y: -0.804564	 guess: -1	 wrong guess
x: -0.62714	 y: 0.6061	 guess: 1	 wrong guess
x: -0.479823	 y: 0.912164	 guess: 1	 wrong guess
x: 0.281834	 y: 0.50642	 guess: 1	 wrong guess
x: -0.970065	 y: 0.833539	 guess: 1	 wrong guess
x: -0.0687455	 y: -0.787319	 guess: -1	 wrong guess
x: 0.779037	 y: 0.0528284	 guess: -1	 wrong guess
x: 0.213801	 y: 0.623756	 guess: 1	 wrong guess
x: 0.410628	 y: 0.859466	 guess: 1	 wrong guess
x: -0.015513	 y: 0.638483	 guess: 1	 wrong guess
x: -0.292755	 y: 0.191541	 guess: 1	 wrong guess
x: -0.911479	 y: 0.970826	 guess: 1	 wrong guess
x: -0.551911	 y: 0.837533	 guess: 1	 wrong guess
x: 0.671881	 y: 0.61966	 guess: 1	 correct guess
x: 0.479805	 y: -0.334097	 guess: -1	 wrong guess
x: 0.466718	 y: 0.187118	 guess: -1	 wrong guess
x: 0.503219	 y: 0.229891	 guess: -1	 wrong guess
x: 0.0622989	 y: -0.192932	 guess: -1	 wrong guess
x: -0.0803488	 y: -0.0667319	 guess: -1	 correct guess
x: -0.0295303	 y: -0.626339	 guess: -1	 wrong guess
x: 0.476142	 y: -0.487055	 guess: -1	 wrong guess
x: -0.701465	 y: -0.186049	 guess: 1	 wrong guess
x: -0.24696	 y: -0.240758	 guess: -1	 correct guess
x: 0.347851	 y: -0.939075	 guess: -1	 wrong guess
x: 0.150044	 y: 0.328319	 guess: 1	 wrong guess
x: -0.236052	 y: 0.0268956	 guess: 1	 wrong guess
x: -0.0779423	 y: -0.366207	 guess: -1	 wrong guess
x: 0.764878	 y: 0.77389	 guess: 1	 wrong guess
x: -0.950633	 y: 0.477111	 guess: 1	 wrong guess
x: 0.0381289	 y: 0.428345	 guess: 1	 wrong guess
x: -0.897696	 y: 0.999649	 guess: 1	 wrong guess
x: 0.412574	 y: -0.381314	 guess: -1	 wrong guess
x: -0.853657	 y: 0.371074	 guess: 1	 wrong guess
x: -0.833661	 y: -0.86153	 guess: -1	 wrong guess
x: 0.928932	 y: 0.127929	 guess: -1	 wrong guess
x: 0.0876585	 y: 0.840531	 guess: 1	 wrong guess
x: 0.71459	 y: 0.934269	 guess: 1	 wrong guess
x: 0.780201	 y: -0.930944	 guess: -1	 wrong guess
x: 0.631525	 y: 0.849953	 guess: 1	 wrong guess
x: 0.0871874	 y: -0.844647	 guess: -1	 wrong guess
x: 0.15273	 y: 0.37794	 guess: 1	 wrong guess
x: -0.805994	 y: 0.636277	 guess: 1	 wrong guess
x: -0.708746	 y: -0.552213	 guess: -1	 correct guess
x: -0.430632	 y: 0.0309833	 guess: 1	 wrong guess
x: 0.764671	 y: 0.648207	 guess: 1	 correct guess
x: -0.723722	 y: 0.320608	 guess: 1	 wrong guess
x: 0.236967	 y: 0.222818	 guess: 1	 correct guess
x: -0.0176075	 y: 0.757282	 guess: 1	 wrong guess
x: -0.681429	 y: 0.485036	 guess: 1	 wrong guess
x: -0.731803	 y: 0.460063	 guess: 1	 wrong guess
x: 0.27488	 y: -0.414028	 guess: -1	 wrong guess
x: -0.625937	 y: 0.141546	 guess: 1	 wrong guess
x: -0.928016	 y: -0.0679165	 guess: 1	 wrong guess
x: 0.114326	 y: -0.916432	 guess: -1	 wrong guess
x: 0.311092	 y: -0.432682	 guess: -1	 wrong guess
x: -0.199514	 y: 0.326227	 guess: 1	 wrong guess
x: -0.286044	 y: 0.915984	 guess: 1	 wrong guess
x: -0.148756	 y: -0.564477	 guess: -1	 wrong guess
x: 0.692514	 y: -0.776393	 guess: -1	 wrong guess
x: -0.259155	 y: -0.951216	 guess: -1	 wrong guess
x: 0.952729	 y: -0.625639	 guess: -1	 wrong guess
x: -0.528227	 y: -0.510921	 guess: -1	 correct guess
x: -0.447344	 y: 0.717381	 guess: 1	 wrong guess
x: -0.975516	 y: 0.505658	 guess: 1	 wrong guess
x: -0.967797	 y: -0.507207	 guess: 1	 wrong guess
AFTER TRAINING:
x: -0.841249	 y: 0.80068	 guess: -1	 correct guess
x: 0.33853	 y: 0.572246	 guess: -1	 correct guess
x: -0.208751	 y: 0.236824	 guess: -1	 correct guess
x: -0.388245	 y: -0.000533164	 guess: -1	 correct guess
x: 0.617351	 y: -0.945446	 guess: 1	 correct guess
x: 0.141989	 y: 0.816493	 guess: -1	 correct guess
x: -0.401487	 y: -0.276424	 guess: -1	 correct guess
x: 0.681859	 y: -0.752903	 guess: 1	 correct guess
x: 0.300118	 y: 0.119549	 guess: 1	 correct guess
x: -0.667658	 y: 0.743399	 guess: -1	 correct guess
x: -0.987393	 y: 0.145439	 guess: -1	 correct guess
x: 0.813963	 y: 0.403573	 guess: 1	 correct guess
x: 0.0427852	 y: 0.394827	 guess: -1	 correct guess
x: 0.165442	 y: 0.334286	 guess: -1	 correct guess
x: -0.300592	 y: 0.133244	 guess: -1	 correct guess
x: -0.531013	 y: -0.855228	 guess: 1	 correct guess
x: 0.987963	 y: -0.674597	 guess: 1	 correct guess
x: -0.109303	 y: 0.96416	 guess: -1	 correct guess
x: -0.0264147	 y: 0.669931	 guess: -1	 correct guess
x: 0.161434	 y: 0.584626	 guess: -1	 correct guess
x: 0.742574	 y: -0.240163	 guess: 1	 correct guess
x: -0.887647	 y: 0.852848	 guess: -1	 correct guess
x: 0.147626	 y: -0.313274	 guess: 1	 correct guess
x: -0.490757	 y: 0.632375	 guess: -1	 correct guess
x: 0.139282	 y: 0.373041	 guess: -1	 correct guess
x: -0.312605	 y: 0.974755	 guess: -1	 correct guess
x: -0.673646	 y: -0.987643	 guess: 1	 correct guess
x: 0.411822	 y: -0.887293	 guess: 1	 correct guess
x: -0.545641	 y: 0.363546	 guess: -1	 correct guess
x: 0.674794	 y: -0.578869	 guess: 1	 correct guess
x: 0.14533	 y: 0.783103	 guess: -1	 correct guess
x: 0.0587779	 y: -0.0633458	 guess: 1	 correct guess
x: 0.13733	 y: 0.735486	 guess: -1	 correct guess
x: 0.694414	 y: -0.803053	 guess: 1	 correct guess
x: 0.950029	 y: -0.679833	 guess: 1	 correct guess
x: 0.696921	 y: -0.457501	 guess: 1	 correct guess
x: 0.432115	 y: 0.72412	 guess: -1	 correct guess
x: 0.2897	 y: 0.386249	 guess: -1	 correct guess
x: 0.770825	 y: -0.689663	 guess: 1	 correct guess
x: -0.888686	 y: 0.78177	 guess: -1	 correct guess
x: 0.700341	 y: 0.0749584	 guess: 1	 correct guess
x: 0.0774806	 y: -0.833211	 guess: 1	 correct guess
x: -0.536294	 y: -0.309274	 guess: -1	 correct guess
x: 0.97012	 y: -0.761259	 guess: 1	 correct guess
x: 0.983483	 y: -0.731493	 guess: 1	 correct guess
x: 0.617308	 y: -0.911193	 guess: 1	 correct guess
x: -0.0515038	 y: -0.805096	 guess: 1	 correct guess
x: 0.701308	 y: -0.77525	 guess: 1	 correct guess
x: 0.287037	 y: -0.711665	 guess: 1	 correct guess
x: -0.233682	 y: 0.476673	 guess: -1	 correct guess
x: -0.749652	 y: -0.892364	 guess: 1	 correct guess
x: 0.811255	 y: 0.194772	 guess: 1	 correct guess
x: 0.857544	 y: -0.625093	 guess: 1	 correct guess
x: -0.799812	 y: 0.0689603	 guess: -1	 correct guess
x: -0.0884238	 y: 0.836107	 guess: -1	 correct guess
x: -0.535924	 y: 0.575653	 guess: -1	 correct guess
x: 0.365266	 y: 0.872221	 guess: -1	 correct guess
x: 0.304348	 y: -0.0212285	 guess: 1	 correct guess
x: 0.581657	 y: -0.215285	 guess: 1	 correct guess
x: 0.694923	 y: 0.340355	 guess: 1	 correct guess
x: -0.560832	 y: 0.188314	 guess: -1	 correct guess
x: 0.524364	 y: -0.527579	 guess: 1	 correct guess
x: -0.360974	 y: -0.649352	 guess: 1	 correct guess
x: 0.970795	 y: 0.550911	 guess: 1	 correct guess
x: 0.793381	 y: -0.540568	 guess: 1	 correct guess
x: 0.674435	 y: -0.677257	 guess: 1	 correct guess
x: 0.134867	 y: 0.399378	 guess: -1	 correct guess
x: -0.699589	 y: -0.541716	 guess: -1	 correct guess
x: -0.103958	 y: 0.703791	 guess: -1	 correct guess
x: 0.259068	 y: 0.729445	 guess: -1	 correct guess
x: -0.336223	 y: -0.267911	 guess: -1	 correct guess
x: -0.844267	 y: 0.925138	 guess: -1	 correct guess
x: -0.0211546	 y: 0.256356	 guess: -1	 correct guess
x: -0.554243	 y: -0.269606	 guess: -1	 correct guess
x: 0.569178	 y: 0.51801	 guess: 1	 correct guess
x: 0.182499	 y: 0.613584	 guess: -1	 correct guess
x: -0.142576	 y: -0.652316	 guess: 1	 correct guess
x: -0.539852	 y: -0.708714	 guess: 1	 correct guess
x: 0.865845	 y: 0.105194	 guess: 1	 correct guess
x: -0.457715	 y: 0.12596	 guess: -1	 correct guess
x: -0.335869	 y: 0.19894	 guess: -1	 correct guess
x: -0.513113	 y: -0.114601	 guess: -1	 correct guess
x: -0.859175	 y: 0.0202711	 guess: -1	 correct guess
x: -0.669613	 y: 0.260152	 guess: -1	 correct guess
x: 0.220348	 y: 0.162368	 guess: 1	 correct guess
x: 0.403058	 y: 0.728635	 guess: -1	 correct guess
x: -0.0348321	 y: 0.818467	 guess: -1	 correct guess
x: 0.277861	 y: -0.117719	 guess: 1	 correct guess
x: -0.115176	 y: -0.935956	 guess: 1	 correct guess
x: 0.584451	 y: -0.152135	 guess: 1	 correct guess
x: 0.152147	 y: -0.209099	 guess: 1	 correct guess
x: 0.268021	 y: -0.803882	 guess: 1	 correct guess
x: -0.899682	 y: -0.0249694	 guess: -1	 correct guess
x: 0.870375	 y: 0.884713	 guess: 1	 wrong guess
x: -0.148671	 y: 0.491421	 guess: -1	 correct guess
x: -0.720188	 y: -0.203084	 guess: -1	 correct guess
x: 0.35528	 y: 0.0878659	 guess: 1	 correct guess
x: 0.0015378	 y: 0.109713	 guess: -1	 correct guess
x: -0.848	 y: -0.474557	 guess: -1	 correct guess
x: 0.350433	 y: 0.414103	 guess: -1	 correct guess
x: 0.055954	 y: -0.373612	 guess: 1	 correct guess
x: 0.541412	 y: 0.0634924	 guess: 1	 correct guess
x: 0.146796	 y: -0.941268	 guess: 1	 correct guess
x: 0.407917	 y: 0.492586	 guess: -1	 correct guess
x: -0.201467	 y: -0.0341979	 guess: -1	 correct guess
x: -0.721886	 y: 0.180491	 guess: -1	 correct guess
x: -0.982355	 y: 0.875993	 guess: -1	 correct guess
x: 0.24394	 y: 0.565065	 guess: -1	 correct guess
x: -0.326653	 y: -0.705482	 guess: 1	 correct guess
x: 0.341706	 y: 0.266231	 guess: 1	 correct guess
x: 0.928739	 y: 0.617914	 guess: 1	 correct guess
x: 0.259284	 y: 0.182858	 guess: 1	 correct guess
x: 0.883934	 y: -0.988154	 guess: 1	 correct guess
x: 0.191573	 y: 0.364439	 guess: -1	 correct guess
x: 0.170955	 y: -0.51733	 guess: 1	 correct guess
x: -0.223999	 y: 0.174129	 guess: -1	 correct guess
x: -0.231359	 y: 0.885152	 guess: -1	 correct guess
x: 0.569974	 y: 0.892989	 guess: -1	 correct guess
x: 0.836489	 y: -0.217044	 guess: 1	 correct guess
x: -0.853466	 y: -0.832949	 guess: -1	 correct guess
x: 0.466658	 y: -0.495888	 guess: 1	 correct guess
x: -0.488064	 y: 0.849534	 guess: -1	 correct guess
x: 0.689454	 y: -0.151769	 guess: 1	 correct guess
x: -0.607997	 y: -0.935013	 guess: 1	 correct guess
x: -0.251127	 y: 0.682023	 guess: -1	 correct guess
x: 0.42333	 y: 0.93603	 guess: -1	 correct guess
x: -0.261566	 y: -0.603283	 guess: 1	 correct guess
x: -0.590958	 y: 0.553124	 guess: -1	 correct guess
x: 0.523466	 y: 0.0699952	 guess: 1	 correct guess
x: 0.988035	 y: -0.992282	 guess: 1	 correct guess
x: 0.528849	 y: -0.370404	 guess: 1	 correct guess
x: 0.833646	 y: -0.950346	 guess: 1	 correct guess
x: -0.0727485	 y: -0.130199	 guess: 1	 correct guess
x: -0.440931	 y: -0.78263	 guess: 1	 correct guess
x: 0.899139	 y: -0.632876	 guess: 1	 correct guess
x: 0.865671	 y: -0.152754	 guess: 1	 correct guess
x: -0.0456561	 y: 0.539061	 guess: -1	 correct guess
x: -0.983994	 y: -0.439986	 guess: -1	 correct guess
x: -0.429494	 y: 0.533373	 guess: -1	 correct guess
x: 0.82404	 y: 0.531729	 guess: 1	 correct guess
x: 0.629452	 y: -0.272304	 guess: 1	 correct guess
x: 0.672242	 y: 0.0834587	 guess: 1	 correct guess
x: -0.905448	 y: -0.451257	 guess: -1	 correct guess
x: -0.413325	 y: -0.44283	 guess: 1	 correct guess
x: 0.134186	 y: -0.728211	 guess: 1	 correct guess
x: -0.769296	 y: 0.229597	 guess: -1	 correct guess
x: -0.512739	 y: 0.793854	 guess: -1	 correct guess
x: 0.999386	 y: 0.260768	 guess: 1	 correct guess
x: 0.20436	 y: -0.597859	 guess: 1	 correct guess
x: -0.81555	 y: -0.221167	 guess: -1	 correct guess
x: -0.761369	 y: -0.810675	 guess: 1	 correct guess
x: -0.915978	 y: 0.243392	 guess: -1	 correct guess
x: -0.93912	 y: 0.464708	 guess: -1	 correct guess
x: -0.837413	 y: -0.67884	 guess: -1	 correct guess
x: -0.232781	 y: -0.133069	 guess: -1	 correct guess
x: -0.404523	 y: 0.663898	 guess: -1	 correct guess
x: 0.770923	 y: -0.458633	 guess: 1	 correct guess
x: 0.38775	 y: 0.345813	 guess: 1	 correct guess
x: -0.621904	 y: 0.42601	 guess: -1	 correct guess
x: -0.619436	 y: 0.887493	 guess: -1	 correct guess
x: 0.419824	 y: 0.345147	 guess: 1	 correct guess
x: 0.0718279	 y: -0.97518	 guess: 1	 correct guess
x: 0.0584	 y: -0.243633	 guess: 1	 correct guess
x: 0.317442	 y: 0.0279479	 guess: 1	 correct guess
x: -0.582532	 y: 0.898192	 guess: -1	 correct guess
x: 0.573659	 y: -0.796782	 guess: 1	 correct guess
x: 0.826834	 y: -0.976872	 guess: 1	 correct guess
x: -0.636006	 y: 0.015448	 guess: -1	 correct guess
x: 0.621046	 y: 0.845214	 guess: -1	 correct guess
x: 0.651975	 y: -0.289108	 guess: 1	 correct guess
x: -0.39634	 y: 0.427966	 guess: -1	 correct guess
x: -0.858202	 y: 0.641655	 guess: -1	 correct guess
x: -0.67031	 y: 0.832774	 guess: -1	 correct guess
x: 0.624642	 y: -0.747174	 guess: 1	 correct guess
x: -0.706771	 y: 0.756664	 guess: -1	 correct guess
x: 0.228317	 y: -0.862496	 guess: 1	 correct guess
x: 0.252288	 y: -0.591894	 guess: 1	 correct guess
x: 0.631703	 y: 0.690788	 guess: -1	 correct guess
x: -0.99814	 y: -0.450082	 guess: -1	 correct guess
x: 0.301244	 y: 0.715385	 guess: -1	 correct guess
x: -0.789531	 y: -0.30766	 guess: -1	 correct guess
x: -0.9744	 y: -0.817672	 guess: -1	 correct guess
x: -0.556568	 y: -0.41968	 guess: -1	 correct guess
x: -0.865716	 y: 0.917668	 guess: -1	 correct guess
x: -0.875054	 y: 0.0984949	 guess: -1	 correct guess
x: 0.546555	 y: -0.366433	 guess: 1	 correct guess
x: -0.00390238	 y: -0.870999	 guess: 1	 correct guess
x: -0.580039	 y: -0.241141	 guess: -1	 correct guess
x: -0.350771	 y: -0.516915	 guess: 1	 correct guess
x: 0.22562	 y: 0.777149	 guess: -1	 correct guess
x: -0.710151	 y: 0.0364728	 guess: -1	 correct guess
x: 0.239858	 y: 0.376774	 guess: -1	 correct guess
x: -0.690134	 y: 0.360279	 guess: -1	 correct guess
x: -0.863081	 y: 0.640047	 guess: -1	 correct guess
x: -0.981385	 y: 0.567544	 guess: -1	 correct guess
x: -0.951718	 y: -0.852288	 guess: -1	 correct guess
x: 0.986254	 y: 0.396777	 guess: 1	 correct guess
x: -0.440517	 y: 0.00751114	 guess: -1	 correct guess
x: -0.0894484	 y: 0.143486	 guess: -1	 correct guess
x: 0.83268	 y: 0.762425	 guess: 1	 correct guess
x: 0.470554	 y: 0.0790596	 guess: 1	 correct guess
x: 0.1826	 y: 0.18951	 guess: 1	 wrong guess
x: -0.429124	 y: -0.112521	 guess: -1	 correct guess
x: -0.600465	 y: -0.263513	 guess: -1	 correct guess
x: 0.164749	 y: 0.834716	 guess: -1	 correct guess
x: 0.0873547	 y: -0.987556	 guess: 1	 correct guess
x: -0.552911	 y: -0.0984061	 guess: -1	 correct guess
x: 0.484303	 y: -0.399876	 guess: 1	 correct guess
x: 0.605515	 y: -0.395907	 guess: 1	 correct guess
x: 0.320357	 y: -0.324078	 guess: 1	 correct guess
x: 0.571124	 y: 0.764059	 guess: -1	 correct guess
x: -0.308518	 y: -0.242461	 guess: -1	 correct guess
x: -0.822957	 y: 0.385345	 guess: -1	 correct guess
x: 0.679863	 y: 0.218002	 guess: 1	 correct guess
x: -0.260343	 y: 0.316218	 guess: -1	 correct guess
x: -0.554304	 y: 0.319134	 guess: -1	 correct guess
x: -0.953372	 y: 0.345872	 guess: -1	 correct guess
x: -0.0583649	 y: -0.904096	 guess: 1	 correct guess
x: 0.389828	 y: 0.119702	 guess: 1	 correct guess
x: 0.101461	 y: -0.967672	 guess: 1	 correct guess
x: 0.242952	 y: 0.0484903	 guess: 1	 correct guess
x: 0.881111	 y: 0.780153	 guess: 1	 correct guess
x: -0.607045	 y: 0.956104	 guess: -1	 correct guess
x: -0.177896	 y: -0.279932	 guess: 1	 correct guess
x: -0.0246851	 y: -0.345812	 guess: 1	 correct guess
x: -0.24908	 y: 0.185111	 guess: -1	 correct guess
x: 0.341328	 y: 0.316934	 guess: 1	 correct guess
x: 0.398229	 y: 0.901902	 guess: -1	 correct guess
x: -0.724953	 y: 0.422769	 guess: -1	 correct guess
x: -0.531924	 y: 0.231148	 guess: -1	 correct guess
x: -0.535237	 y: -0.991525	 guess: 1	 correct guess
x: 0.914258	 y: 0.0251518	 guess: 1	 correct guess
x: 0.295116	 y: 0.279081	 guess: 1	 correct guess
x: 0.340206	 y: -0.541547	 guess: 1	 correct guess
x: -0.815693	 y: -0.854044	 guess: -1	 wrong guess
x: 0.829852	 y: -0.909301	 guess: 1	 correct guess
x: -0.507722	 y: 0.502312	 guess: -1	 correct guess
x: 0.385964	 y: -0.536091	 guess: 1	 correct guess
x: -0.456353	 y: -0.353739	 guess: -1	 correct guess
x: 0.486424	 y: -0.748659	 guess: 1	 correct guess
x: 0.113568	 y: -0.0194602	 guess: 1	 correct guess
x: 0.451807	 y: -0.493345	 guess: 1	 correct guess
x: -0.461807	 y: -0.107576	 guess: -1	 correct guess
x: 0.717824	 y: -0.630072	 guess: 1	 correct guess
x: -0.338554	 y: 0.21972	 guess: -1	 correct guess
x: -0.163147	 y: -0.629271	 guess: 1	 correct guess
x: 0.776161	 y: 0.382579	 guess: 1	 correct guess
x: 0.540151	 y: -0.714327	 guess: 1	 correct guess
x: -0.478437	 y: 0.86107	 guess: -1	 correct guess
x: 0.651854	 y: -0.381036	 guess: 1	 correct guess
x: -0.97283	 y: 0.291385	 guess: -1	 correct guess
x: 0.908789	 y: -0.811391	 guess: 1	 correct guess
x: 0.787542	 y: -0.467077	 guess: 1	 correct guess
x: -0.903912	 y: -0.7811	 guess: -1	 correct guess
x: 0.859757	 y: -0.913103	 guess: 1	 correct guess
x: 0.742076	 y: -0.984665	 guess: 1	 correct guess
x: 0.985838	 y: -0.531606	 guess: 1	 correct guess
x: 0.694705	 y: 0.581366	 guess: 1	 correct guess
x: -0.953114	 y: -0.117668	 guess: -1	 correct guess
x: 0.787488	 y: 0.294634	 guess: 1	 correct guess
x: 0.543474	 y: 0.25257	 guess: 1	 correct guess
x: -0.627352	 y: -0.565471	 guess: -1	 correct guess
x: 0.109251	 y: -0.37208	 guess: 1	 correct guess
x: -0.383447	 y: -0.790671	 guess: 1	 correct guess
x: 0.569381	 y: -0.242573	 guess: 1	 correct guess
x: 0.628598	 y: -0.278287	 guess: 1	 correct guess
x: -0.00686181	 y: -0.473899	 guess: 1	 correct guess
x: 0.429692	 y: -0.21929	 guess: 1	 correct guess
x: 0.365674	 y: -0.375131	 guess: 1	 correct guess
x: -0.418835	 y: 0.968142	 guess: -1	 correct guess
x: -0.56766	 y: 0.442038	 guess: -1	 correct guess
x: -0.855244	 y: -0.382004	 guess: -1	 correct guess
x: 0.667981	 y: 0.875399	 guess: -1	 correct guess
x: -0.748329	 y: -0.118708	 guess: -1	 correct guess
x: -0.974014	 y: 0.870818	 guess: -1	 correct guess
x: 0.163389	 y: 0.651157	 guess: -1	 correct guess
x: -0.273205	 y: 0.826167	 guess: -1	 correct guess
x: 0.427278	 y: 0.517075	 guess: -1	 correct guess
x: 0.12222	 y: 0.06933	 guess: 1	 correct guess
x: -0.726047	 y: 0.0870612	 guess: -1	 correct guess
x: 0.731845	 y: -0.626765	 guess: 1	 correct guess
x: -0.654244	 y: -0.374682	 guess: -1	 correct guess
x: -0.432978	 y: -0.503169	 guess: 1	 correct guess
x: -0.350445	 y: 0.669892	 guess: -1	 correct guess
x: 0.193883	 y: 0.0682043	 guess: 1	 correct guess
x: -0.221936	 y: 0.417344	 guess: -1	 correct guess
x: 0.141112	 y: 0.78624	 guess: -1	 correct guess
x: 0.812026	 y: 0.287914	 guess: 1	 correct guess
x: 0.133236	 y: 0.694857	 guess: -1	 correct guess
x: 0.0967385	 y: -0.109478	 guess: 1	 correct guess
x: -0.288097	 y: 0.236419	 guess: -1	 correct guess
x: -0.140094	 y: -0.503506	 guess: 1	 correct guess
x: 0.146992	 y: -0.165012	 guess: 1	 correct guess
x: -0.171198	 y: -0.12205	 guess: -1	 correct guess
x: -0.385748	 y: 0.522165	 guess: -1	 correct guess
x: -0.896519	 y: -0.539896	 guess: -1	 correct guess
x: 0.404238	 y: -0.724293	 guess: 1	 correct guess
x: -0.295407	 y: 0.866508	 guess: -1	 correct guess
x: -0.528293	 y: -0.903314	 guess: 1	 correct guess
x: -0.378622	 y: 0.212287	 guess: -1	 correct guess
x: -0.38052	 y: -0.3039	 guess: -1	 correct guess
x: 0.325447	 y: 0.882262	 guess: -1	 correct guess
x: -0.115979	 y: -0.133066	 guess: 1	 correct guess
x: 0.595879	 y: 0.0794332	 guess: 1	 correct guess
x: -0.517814	 y: -0.881398	 guess: 1	 correct guess
x: -0.129131	 y: -0.94449	 guess: 1	 correct guess
x: 0.141505	 y: 0.110742	 guess: 1	 correct guess
x: 0.31319	 y: -0.956073	 guess: 1	 correct guess
x: 0.660527	 y: 0.183944	 guess: 1	 correct guess
x: 0.168477	 y: 0.992614	 guess: -1	 correct guess
x: 0.737238	 y: 0.527501	 guess: 1	 correct guess
x: 0.536051	 y: -0.743039	 guess: 1	 correct guess
x: 0.477913	 y: -0.826387	 guess: 1	 correct guess
x: 0.137665	 y: 0.0920062	 guess: 1	 correct guess
x: 0.726393	 y: 0.238814	 guess: 1	 correct guess
x: -0.297974	 y: -0.142301	 guess: -1	 correct guess
x: 0.365979	 y: -0.829477	 guess: 1	 correct guess
x: -0.153425	 y: -0.94884	 guess: 1	 correct guess
x: -0.203102	 y: -0.098732	 guess: -1	 correct guess
x: 0.67775	 y: 0.56928	 guess: 1	 correct guess
x: 0.15231	 y: -0.25814	 guess: 1	 correct guess
x: 0.877149	 y: -0.462485	 guess: 1	 correct guess
x: -0.335796	 y: -0.552937	 guess: 1	 correct guess
x: 0.370635	 y: -0.476529	 guess: 1	 correct guess
x: 0.18462	 y: -0.238536	 guess: 1	 correct guess
x: 0.380017	 y: -0.252127	 guess: 1	 correct guess
x: 0.99901	 y: -0.335642	 guess: 1	 correct guess
x: 0.892294	 y: 0.0949342	 guess: 1	 correct guess
x: 0.47845	 y: -0.0618165	 guess: 1	 correct guess
x: 0.0835788	 y: -0.854683	 guess: 1	 correct guess
x: -0.816882	 y: 0.901117	 guess: -1	 correct guess
x: 0.366575	 y: 0.268499	 guess: 1	 correct guess
x: 0.268264	 y: -0.454527	 guess: 1	 correct guess
x: -0.223797	 y: -0.869218	 guess: 1	 correct guess
x: -0.256827	 y: 0.660861	 guess: -1	 correct guess
x: 0.419524	 y: -0.621644	 guess: 1	 correct guess
x: -0.706148	 y: 0.857003	 guess: -1	 correct guess
x: 0.444334	 y: 0.234313	 guess: 1	 correct guess
x: -0.103655	 y: 0.607242	 guess: -1	 correct guess
x: -0.886848	 y: -0.629244	 guess: -1	 correct guess
x: 0.379417	 y: 0.985935	 guess: -1	 correct guess
x: 0.405332	 y: -0.655162	 guess: 1	 correct guess
x: 0.618165	 y: -0.197888	 guess: 1	 correct guess
x: -0.830588	 y: 0.28477	 guess: -1	 correct guess
x: -0.33683	 y: -0.21503	 guess: -1	 correct guess
x: -0.181891	 y: -0.889047	 guess: 1	 correct guess
x: -0.152816	 y: 0.316875	 guess: -1	 correct guess
x: -0.870647	 y: -0.374096	 guess: -1	 correct guess
x: -0.220715	 y: 0.912501	 guess: -1	 correct guess
x: -0.467873	 y: -0.117617	 guess: -1	 correct guess
x: 0.192821	 y: 0.026227	 guess: 1	 correct guess
x: 0.541463	 y: -0.0594129	 guess: 1	 correct guess
x: 0.323393	 y: 0.949248	 guess: -1	 correct guess
x: -0.276285	 y: 0.575122	 guess: -1	 correct guess
x: -0.368743	 y: -0.0523097	 guess: -1	 correct guess
